id,date,location,species,latinName
BWRfADffJiQVd2hWbyHO,2020-12-26T10:01:22,Manchester,Passerine tick,Dermacentor frontalis
BXh9Zef5jLWMNJ0l7Yu3,2020-09-21T07:53:52,Cardiff,Tree-hole tick,Ixodes arboricola
BZ4iQ6FJzEilaS6PMPu1,2012-02-25T05:50:29,Bristol,Passerine tick,Dermacentor frontalis
BZNs6ftKoPO1d2q4LYYh,2022-11-01T00:47:34,Manchester,Southern rodent tick,Ixodes acuminatus
BmZJHIdgDJnJgTXCJkVw,2018-05-31T12:31:39,Leicester,Fox/badger tick,Ixodes canisuga
BtrPnLEY7xWvohDwUV8U,2023-12-05T01:41:05,Edinburgh,Passerine tick,Dermacentor frontalis
ByutGbTfQB8vxedFPWbH,2022-03-22T19:55:27,London,Fox/badger tick,Ixodes canisuga
C26VHMqkZeDApDgxvRxM,2021-03-30T06:26:22,Edinburgh,Marsh tick,Ixodes apronophorus
C7ZyI66uUT01nO6Tu4g7,2020-01-09T16:40:18,Edinburgh,Tree-hole tick,Ixodes arboricola
CAHUrMCkkd66IJl4Ctvo,2023-11-05T09:01:02,Southampton,Passerine tick,Dermacentor frontalis
CAhFkgnSiR1mtNS1ndrC,2017-05-19T15:04:17,Liverpool,Tree-hole tick,Ixodes arboricola
CE7lsZjdLZU0gneaut6Y,2014-03-18T21:07:53,Leeds,Tree-hole tick,Ixodes arboricola
CL0xiYDZIjJLpMDJOe2V,2014-08-14T23:46:15,Liverpool,Tree-hole tick,Ixodes arboricola
CRVnFBHoIPSirfmZqBwO,2015-05-22T02:24:58,London,Fox/badger tick,Ixodes canisuga
CUFiFnljNp3xxKwmiCVW,2022-05-25T14:27:47,Leeds,Tree-hole tick,Ixodes arboricola
CV36uy2FyopM3k0UF20F,2014-06-30T23:26:17,Edinburgh,Fox/badger tick,Ixodes canisuga
CVG3pk5hMjw54JUAYPTM,2018-08-27T06:13:56,Sheffield,Fox/badger tick,Ixodes canisuga
CXxFJtCAKdmbFXPlQE5q,2016-02-17T12:46:29,Manchester,Fox/badger tick,Ixodes canisuga
CePZOLqnifb7xxYbQVyF,2015-08-30T12:50:16,Bristol,Tree-hole tick,Ixodes arboricola
Cwbsm7HBoaXS7sArujWB,2017-12-27T08:51:05,Sheffield,Passerine tick,Dermacentor frontalis
CwuBNUjl6T81u5Msa4Mi,2020-12-12T18:24:01,Birmingham,Tree-hole tick,Ixodes arboricola
D04lXefag9nvsjMKgBoQ,2017-03-12T08:21:15,Liverpool,Tree-hole tick,Ixodes arboricola
D16roCvyIFzWS9r9oK2Q,2014-02-22T10:42:48,Leeds,Passerine tick,Dermacentor frontalis
D2egeOh3xsNtVaLMzK3u,2014-02-28T15:42:21,Leeds,Southern rodent tick,Ixodes acuminatus
D3Te0ZPO18dCtoNNk5aT,2023-08-31T14:01:58,Manchester,Passerine tick,Dermacentor frontalis
D433j2BmBgVJBXQczRXW,2012-11-09T03:28:28,Sheffield,Passerine tick,Dermacentor frontalis
D4fol4qy9RB2CSvmnWnQ,2023-04-12T02:50:18,London,Fox/badger tick,Ixodes canisuga
DFOXJECOHLIgurUbkGDe,2016-04-10T01:13:44,Glasgow,Southern rodent tick,Ixodes acuminatus
DFosZYapObv5xw6zVp70,2024-10-08T09:02:11,Nottingham,Marsh tick,Ixodes apronophorus
DWRYd0bMEuLXh5Nu3cjJ,2023-07-28T12:50:34,Leicester,Southern rodent tick,Ixodes acuminatus
DawlnIjY3mjPVDwMfoOa,2016-05-01T23:34:37,Cardiff,Passerine tick,Dermacentor frontalis
DbMOiyyChIzzTcPmP21V,2022-12-19T00:07:22,Manchester,Fox/badger tick,Ixodes canisuga
DdWFt7bzVfQ9jnS2BDV6,2024-12-17T08:45:04,Sheffield,Marsh tick,Ixodes apronophorus
DgHIEsdCLxR16wSy3zZO,2015-02-27T23:23:08,Glasgow,Marsh tick,Ixodes apronophorus
DkqliAxY4jB2nTDcfgjt,2012-11-22T07:16:08,Manchester,Fox/badger tick,Ixodes canisuga
DvaifYQDRUDP5iNAZuqB,2023-04-05T04:30:23,Sheffield,Southern rodent tick,Ixodes acuminatus
DwcJyztD3DJNhUkEt5e1,2024-05-17T14:25:32,Leeds,Southern rodent tick,Ixodes acuminatus
DyFy26uzJvVdtdLcp1lE,2022-05-09T23:47:35,Newcastle,Marsh tick,Ixodes apronophorus
E1SoitjUxiTfAlad8Olp,2014-06-05T15:41:31,Cardiff,Passerine tick,Dermacentor frontalis
E5k9w2Y2c7UeHb3Mr6Ft,2013-03-22T21:08:51,Bristol,Marsh tick,Ixodes apronophorus
E7fOH4Ht6Q63KT7Qlhpp,2020-11-15T09:58:23,Glasgow,Tree-hole tick,Ixodes arboricola
E9MP5NirTrF3XwlLFakG,2017-06-27T13:11:23,Birmingham,Southern rodent tick,Ixodes acuminatus
ED46zemgTCc38RfjggT5,2015-02-22T15:18:35,Glasgow,Passerine tick,Dermacentor frontalis
EDkrJ5Vf8L1yKpodif2U,2017-01-04T03:53:10,Southampton,Southern rodent tick,Ixodes acuminatus
EHShvlC8XYkcToUQds4q,2018-04-08T09:27:40,Sheffield,Passerine tick,Dermacentor frontalis
EMPDUwWOUuzfFcEcIrpE,2016-10-04T12:12:48,Leeds,Tree-hole tick,Ixodes arboricola
ENeRInaA98jFbwJI3o93,2023-11-02T01:15:00,Glasgow,Marsh tick,Ixodes apronophorus
ESJAL8XBdzN8pKVk3swM,2021-12-01T06:12:14,London,Marsh tick,Ixodes apronophorus
ET4z01CZ3w5sdrxppC9A,2023-02-21T03:58:01,Manchester,Marsh tick,Ixodes apronophorus
ETxuaOa9OkUAyfM7brLn,2013-09-12T16:40:28,Bristol,Fox/badger tick,Ixodes canisuga
EaGAC5nkR2I3jfaB0vXD,2012-08-02T12:08:37,Newcastle,Southern rodent tick,Ixodes acuminatus
EbkMbuA8WlixZUUFGXaj,2015-08-07T08:51:49,Leeds,Fox/badger tick,Ixodes canisuga
Em5r73cU7ZBxiRicnzl2,2018-11-21T10:37:24,Birmingham,Fox/badger tick,Ixodes canisuga
EoCsJjgHPjApkg4O2x2n,2016-01-04T15:50:39,Manchester,Marsh tick,Ixodes apronophorus
EuaGZEMoI1Ja2px75dvt,2016-04-26T08:55:04,Birmingham,Marsh tick,Ixodes apronophorus
EyCsXBBNAjzSGGTRVpjt,2013-12-23T19:30:23,Newcastle,Tree-hole tick,Ixodes arboricola
Ez30oqT6mFRyiCrzdK1J,2015-07-08T20:25:50,Birmingham,Marsh tick,Ixodes apronophorus
FBzoHkuYh5Y8aVFrGab8,2020-01-19T00:15:32,Sheffield,Tree-hole tick,Ixodes arboricola
FC94cTxWqQB2Kd0bvzyx,2021-05-11T10:32:37,London,Passerine tick,Dermacentor frontalis
FEWLK58rdfFYOqjygvvL,2015-12-18T05:46:08,Birmingham,Southern rodent tick,Ixodes acuminatus
FH1Bx0W5hozIWG7aepsf,2016-03-12T18:04:59,Sheffield,Tree-hole tick,Ixodes arboricola
FJyDvrlopNYlutxeZQED,2016-12-26T10:36:16,Manchester,Tree-hole tick,Ixodes arboricola
FMTrhYMr40AzFyOYeMkx,2012-02-01T08:18:41,Cardiff,Passerine tick,Dermacentor frontalis
FNCmzOzdzo2WlgRvAYJF,2019-10-03T00:06:21,Leicester,Southern rodent tick,Ixodes acuminatus
FNRJmAyWPntyivP6zrsb,2018-02-28T14:49:55,Manchester,Passerine tick,Dermacentor frontalis
FPxMHXF1dkiFtJ5jn18T,2017-04-06T18:00:43,Glasgow,Southern rodent tick,Ixodes acuminatus
FQ6HktxRWqNcDv924ONW,2023-03-30T04:21:12,Leeds,Passerine tick,Dermacentor frontalis
FTBzIQ0udjgVPH0a7vZG,2012-06-04T04:49:40,Nottingham,Passerine tick,Dermacentor frontalis
FUiiJZzGqvvJhETffqR0,2016-04-03T09:09:42,Bristol,Passerine tick,Dermacentor frontalis
FUvyJ5g8Deb34YvBdGHc,2017-06-12T20:20:32,Nottingham,Fox/badger tick,Ixodes canisuga
FW0BpQTHFcnzB2WVYl6k,2017-08-23T15:41:18,Southampton,Tree-hole tick,Ixodes arboricola
FWC8nmo9Qzzmv5yVQ2AO,2024-10-14T14:43:33,Bristol,Marsh tick,Ixodes apronophorus
FaOs9NVpdUjcdr9ZoofK,2018-02-27T23:52:42,London,Tree-hole tick,Ixodes arboricola
Ff1JYByXmaS8VRxvw7bP,2022-01-07T11:45:56,Leicester,Marsh tick,Ixodes apronophorus
FgKVi70vRyCuyER9kZWT,2016-10-07T22:28:07,Southampton,Tree-hole tick,Ixodes arboricola
Fgu8P0LDqeWaaaUVfCW0,2014-06-26T19:43:00,Manchester,Passerine tick,Dermacentor frontalis
FvJUDEcC7IsnzvzeNw7L,2016-10-28T07:25:41,Nottingham,Tree-hole tick,Ixodes arboricola
FxJC5DrgT7gPyMLLeP1p,2018-07-17T07:49:54,Bristol,Fox/badger tick,Ixodes canisuga
FxupEiF9DCD3LDnkGBnz,2017-04-26T21:46:08,Sheffield,Fox/badger tick,Ixodes canisuga
G4Wi8jy31n9eP6MCeqI2,2017-12-07T19:46:15,Nottingham,Tree-hole tick,Ixodes arboricola
G4mB10cbrvTbwgGHc3xQ,2020-11-05T08:09:09,Liverpool,Southern rodent tick,Ixodes acuminatus
G9FARnHZhyjM8f8OyAko,2015-11-05T06:15:02,Bristol,Marsh tick,Ixodes apronophorus
GDL6K8jgn6EE5gwhCgB1,2013-10-28T22:29:11,Manchester,Passerine tick,Dermacentor frontalis
GFvwBwlKqG452CvPCekP,2015-02-18T14:43:58,Bristol,Southern rodent tick,Ixodes acuminatus
GQ3ZqsOHSjAOmk8x07rv,2013-05-10T21:29:40,Glasgow,Marsh tick,Ixodes apronophorus
GWZ5ZJxUnLgHh97qeE6m,2019-12-24T00:48:47,Leeds,Fox/badger tick,Ixodes canisuga
GiLwoOFJlY5I8VxNUOWf,2019-07-15T19:35:14,Southampton,Marsh tick,Ixodes apronophorus
GkTWmmCaVIfOeENqTywe,2016-10-15T21:37:37,Cardiff,Passerine tick,Dermacentor frontalis
GnJWT1myATkGRLp5sFDc,2022-04-02T07:19:44,Edinburgh,Tree-hole tick,Ixodes arboricola
Gvp7ycLregHAROvPsMPc,2017-02-28T06:31:25,London,Fox/badger tick,Ixodes canisuga
GwrOAmoayat6xREa6tS1,2023-02-06T08:58:44,London,Southern rodent tick,Ixodes acuminatus
GznDMUpuuOJAZOa0EJT5,2019-03-07T12:41:31,Sheffield,Southern rodent tick,Ixodes acuminatus
GzwgsqiMRGu8zTMVtn6U,2021-03-28T17:42:23,Leeds,Fox/badger tick,Ixodes canisuga
H1l31zA31Jt0uGhYgyhZ,2021-01-20T17:27:55,Newcastle,Southern rodent tick,Ixodes acuminatus
H3UTS3Wl92ALNszyexfS,2021-05-04T11:00:10,Leicester,Fox/badger tick,Ixodes canisuga
H5137RgcNux1AWA4Va6O,2020-07-31T15:22:50,Nottingham,Fox/badger tick,Ixodes canisuga
H5uaK2OExzE81VWZQcoE,2020-06-09T17:22:11,London,Marsh tick,Ixodes apronophorus
H6AqFaCfSNlayUmy9q1P,2023-02-20T02:25:54,Edinburgh,Passerine tick,Dermacentor frontalis
HCQRk93zQIrjy5kYFbRI,2017-07-26T03:07:24,Bristol,Fox/badger tick,Ixodes canisuga
HDzq1TQLJuUCARD2J3gG,2017-06-28T02:20:14,Newcastle,Marsh tick,Ixodes apronophorus
HHWT4HRxJt3yvV30dbfH,2017-01-02T10:07:09,Southampton,Marsh tick,Ixodes apronophorus
HL4FsTeEhn3qhvK0N3kM,2019-11-19T13:19:46,Cardiff,Tree-hole tick,Ixodes arboricola
HO0q17NDojT8Ouf6dntF,2019-12-14T15:50:15,London,Fox/badger tick,Ixodes canisuga
HUwyCepes6Tkk0z6IU4F,2014-01-13T02:49:30,Leeds,Marsh tick,Ixodes apronophorus
HV0cNd5ircP0DwJA8XXN,2016-12-01T00:23:30,Leicester,Passerine tick,Dermacentor frontalis
HcTz5EDYbFORNFmHptI9,2017-04-01T22:55:41,Leeds,Passerine tick,Dermacentor frontalis
Hdf6iTlt04QfjcE4TLsp,2020-09-21T22:42:54,Newcastle,Marsh tick,Ixodes apronophorus
HeE08XsiyKPTNVrThTYB,2019-03-18T12:46:40,Manchester,Marsh tick,Ixodes apronophorus
HgEoQ2wLJKmQUiSsbcWF,2013-02-20T23:08:11,Bristol,Fox/badger tick,Ixodes canisuga
HkhkMq9yolI7T8y8QgIV,2015-05-09T06:41:08,Cardiff,Tree-hole tick,Ixodes arboricola
Hl56tj9pHF0KxoORz0uz,2024-03-30T20:29:12,Liverpool,Tree-hole tick,Ixodes arboricola
HlwX1As41KVOnWAkXheg,2022-02-20T17:49:07,Cardiff,Southern rodent tick,Ixodes acuminatus
HoSGSFvHYcghGXXf2vNJ,2021-12-27T13:26:20,Liverpool,Southern rodent tick,Ixodes acuminatus
HsBoKTi0FiHniGgQVJZS,2016-01-05T13:17:11,Sheffield,Fox/badger tick,Ixodes canisuga
HuZ8omEvqmsv7DtA7uYR,2023-07-21T10:39:28,Leicester,Marsh tick,Ixodes apronophorus
Hy2738cPFago6Z2JOjfN,2013-09-10T17:11:54,Cardiff,Tree-hole tick,Ixodes arboricola
HyBa6bEINZPGSX6yttZA,2017-01-27T18:36:40,Birmingham,Fox/badger tick,Ixodes canisuga
I59fa8epR5AZeUvgFVg4,2018-09-29T09:59:39,Leicester,Southern rodent tick,Ixodes acuminatus
I7xcoZs5lTXU0Hqwsn19,2015-03-31T06:38:19,Liverpool,Passerine tick,Dermacentor frontalis
I8JGAn5uQridq419CPHT,2013-05-04T21:24:56,Sheffield,Tree-hole tick,Ixodes arboricola
IDu5mjGPOqV0BpDSor2o,2017-05-17T02:10:22,Leicester,Fox/badger tick,Ixodes canisuga
IG3l1a8oRJtvyPKF3rgO,2021-10-20T01:23:04,London,Marsh tick,Ixodes apronophorus
ILf8vEC5ceQG1BjsFXVg,2017-06-25T06:50:42,Manchester,Passerine tick,Dermacentor frontalis
IPDQ5fM2XMMPLJCpbMmx,2024-05-02T22:56:08,Leicester,Tree-hole tick,Ixodes arboricola
IUN8JPXJPQmBBdbs3vid,2012-01-13T01:23:34,Birmingham,Tree-hole tick,Ixodes arboricola
IWkIdJFsPjd9E990hs0M,2023-08-08T23:36:14,London,Tree-hole tick,Ixodes arboricola
IdoWVlLOQ1IaKZ7nGVQu,2014-02-28T07:44:10,Glasgow,Passerine tick,Dermacentor frontalis
IkOrsHDYQiH1g0UrUXJe,2023-03-15T08:20:56,Sheffield,Tree-hole tick,Ixodes arboricola
IplJ1E4rnwfDjFP5M9bD,2024-01-06T12:43:33,Edinburgh,Southern rodent tick,Ixodes acuminatus
Iq1ASgLNepeZGf0cy7HC,2022-02-13T20:48:00,Bristol,Passerine tick,Dermacentor frontalis
Iq3o97B33HJ88BOsIIIV,2023-03-28T10:51:51,Southampton,Marsh tick,Ixodes apronophorus
ItEPQy0TIL2oAfW90Xd5,2018-12-10T05:09:25,Nottingham,Tree-hole tick,Ixodes arboricola
J7IOFyqy0fUzE1e8ZqGM,2012-10-02T20:45:27,Cardiff,Passerine tick,Dermacentor frontalis
J7InoA1ALqVsDodLKf6x,2019-12-04T23:54:08,Leeds,Southern rodent tick,Ixodes acuminatus
J8HZLUDO3quUlJlfgK3q,2023-07-19T05:06:16,Leeds,Tree-hole tick,Ixodes arboricola
JE4E9TpWLx3PjClnLltW,2016-03-24T10:03:49,Southampton,Marsh tick,Ixodes apronophorus
JEdr5UCUnujGMVr5K97V,2019-11-12T12:13:36,Nottingham,Tree-hole tick,Ixodes arboricola
JHPXPy4AhjeZarxGuJfF,2020-10-27T08:33:16,Nottingham,Passerine tick,Dermacentor frontalis
JIpX177KvaSfIj0TY7iR,2024-09-28T07:08:08,London,Fox/badger tick,Ixodes canisuga
JNZVfqZeneYioQad0xWN,2018-08-08T09:53:10,Bristol,Marsh tick,Ixodes apronophorus
JS69mIQYTB6mdu0vMt4p,2022-12-17T04:56:17,Nottingham,Marsh tick,Ixodes apronophorus
JSxSd0lnzlGazsLwK2FZ,2023-04-02T10:43:00,Birmingham,Passerine tick,Dermacentor frontalis
JaqAzUFVgyQ5NEGgyM2j,2012-01-06T18:04:03,Birmingham,Passerine tick,Dermacentor frontalis
JbAXebsbCrAhgtPpVHEB,2022-05-01T12:31:27,Edinburgh,Tree-hole tick,Ixodes arboricola
JcDYwjrPM34bdGsOxVlK,2017-08-09T06:25:37,Glasgow,Tree-hole tick,Ixodes arboricola
JhSabbDkZ94WC50n3c6n,2016-07-02T19:43:39,Sheffield,Tree-hole tick,Ixodes arboricola
Jl2BoDhGUezLen3GkwUw,2023-06-21T06:42:08,Glasgow,Fox/badger tick,Ixodes canisuga
JlYJCYtGgXG5PPVCV7Ts,2020-02-16T00:52:40,Edinburgh,Fox/badger tick,Ixodes canisuga
JlbiMKQsVEa0JNfUVdlR,2017-07-01T18:17:33,Birmingham,Marsh tick,Ixodes apronophorus
Jt2CeNQ3CtChMVbKPn9o,2022-03-04T20:21:35,Nottingham,Passerine tick,Dermacentor frontalis
Jw6921YckWOYdE7UfGcL,2022-08-19T01:26:28,London,Fox/badger tick,Ixodes canisuga
K18kLiOzBySntKFvA4Es,2013-10-03T23:25:41,Sheffield,Passerine tick,Dermacentor frontalis
K40qS0HJxOtoC9Sd9lry,2015-11-12T21:00:06,Nottingham,Southern rodent tick,Ixodes acuminatus
K4Fs8p4nH7x9EUjm7sOe,2014-07-27T17:40:18,Liverpool,Southern rodent tick,Ixodes acuminatus
K7ccFz7V9dJ8Jm496RSz,2019-04-02T17:01:26,Southampton,Tree-hole tick,Ixodes arboricola
K8R27D3M88flP3QkE8C8,2022-06-29T10:37:20,Liverpool,Passerine tick,Dermacentor frontalis
KAKbx5v5GpqDNu5Fq44D,2018-11-24T07:08:32,Glasgow,Tree-hole tick,Ixodes arboricola
KBWZc8RXQUA5BlehiOKk,2018-05-03T13:24:54,Bristol,Passerine tick,Dermacentor frontalis
KE4H6XqCWD1XZMTgPMbb,2012-03-12T19:44:51,Glasgow,Passerine tick,Dermacentor frontalis
KEdnwvE6MQYGscL5aXt3,2017-09-09T02:08:15,Manchester,Passerine tick,Dermacentor frontalis
KMd8Kuhhc8OGaOB0cwy7,2024-04-11T23:47:24,Glasgow,Marsh tick,Ixodes apronophorus
KN1GRXUhweD3uMzYWz9c,2021-02-26T22:40:06,Sheffield,Passerine tick,Dermacentor frontalis
KN1tzAlN0sw5XWqq7Bmb,2018-10-11T14:16:48,Edinburgh,Passerine tick,Dermacentor frontalis
KOxKafBIMhXVDu4F9ILx,2022-03-12T05:37:51,Cardiff,Southern rodent tick,Ixodes acuminatus
KUVmFKOfx42CJt31m7bA,2019-04-01T01:04:58,Sheffield,Passerine tick,Dermacentor frontalis
KWJ0macPKyLhJD0MkyVU,2020-11-22T02:37:42,Sheffield,Passerine tick,Dermacentor frontalis
KYpmerycUmIxrfQEfB0z,2021-03-13T01:03:21,Cardiff,Marsh tick,Ixodes apronophorus
KciNxloIgscOuLLggnT5,2017-01-11T03:55:08,Newcastle,Tree-hole tick,Ixodes arboricola
KgrKpAQkyLLtu28psC40,2012-07-13T00:18:06,Newcastle,Southern rodent tick,Ixodes acuminatus
KpYUVcWhJKsNzMYCykxt,2012-07-14T23:55:19,Liverpool,Tree-hole tick,Ixodes arboricola
KroXf4XBlB39ih6BmXa4,2018-10-08T19:27:01,Cardiff,Tree-hole tick,Ixodes arboricola
KxkGFf6K9ZPWR7zHZCS7,2015-01-28T06:57:30,Liverpool,Fox/badger tick,Ixodes canisuga
KyehuPQ9lKI3yBat64Ey,2018-09-13T03:31:43,Leeds,Tree-hole tick,Ixodes arboricola
L0HuMHK0PI2cWv3XvBSN,2019-06-10T13:42:28,Glasgow,Marsh tick,Ixodes apronophorus
L21gsSkavTojnIuiip4P,2016-07-28T23:39:36,Bristol,Fox/badger tick,Ixodes canisuga
L24cKfajwi1B6as4rZLA,2021-01-13T21:44:12,Nottingham,Southern rodent tick,Ixodes acuminatus
LFf811BVUhR6Kqkcvm6C,2015-12-26T23:18:14,Leicester,Southern rodent tick,Ixodes acuminatus
LIYCcqZ4sMDMWLCapOYW,2016-12-25T20:50:17,Cardiff,Tree-hole tick,Ixodes arboricola
LTnH2QcOJfn4KPBKKsYB,2015-07-21T10:41:00,Liverpool,Passerine tick,Dermacentor frontalis
LTwgWNfUoL7pkD5vV627,2015-08-27T14:06:51,Southampton,Passerine tick,Dermacentor frontalis
LVtxT3FgK2RmCuREo2q6,2015-02-24T05:32:55,Glasgow,Tree-hole tick,Ixodes arboricola
LZ3R7Hj7621w6GnhXskY,2021-09-22T13:13:20,Glasgow,Marsh tick,Ixodes apronophorus
LipDngLgzjL2kGgUTMYQ,2015-08-15T22:10:48,Southampton,Fox/badger tick,Ixodes canisuga
Lj7Rmp75DwQdgIOqRhli,2021-03-08T20:49:52,Sheffield,Fox/badger tick,Ixodes canisuga
LlssYw9JjCTckb9o0Z74,2015-08-28T09:33:56,Nottingham,Southern rodent tick,Ixodes acuminatus
Ls8iNGkafOxq0BssEbIC,2023-02-03T09:50:00,London,Southern rodent tick,Ixodes acuminatus
LtqWS9zdnisxeLymLVou,2012-10-23T09:13:20,Bristol,Marsh tick,Ixodes apronophorus
Lvzn7hihmoCyVNfw8Rw3,2015-06-09T10:38:32,Nottingham,Passerine tick,Dermacentor frontalis
M28JMO91pz8UXy3lI9kg,2014-08-16T15:51:50,Glasgow,Marsh tick,Ixodes apronophorus
M7PMHMUREz50xzWeU7tp,2019-09-07T13:52:05,Edinburgh,Fox/badger tick,Ixodes canisuga
M9L85z9Xhdb1G17k0vvR,2017-03-05T22:04:12,Edinburgh,Marsh tick,Ixodes apronophorus
MHe5XZ23ZwLYMekf3QuR,2019-06-12T19:32:05,Newcastle,Fox/badger tick,Ixodes canisuga
MHybOMsw6ghalrkx2OlN,2024-08-28T08:07:28,Southampton,Passerine tick,Dermacentor frontalis
MIM9FaIEybhkWiVMEaTV,2015-03-30T17:49:54,Nottingham,Fox/badger tick,Ixodes canisuga
MJs0uyrOMj0kcOftlmrO,2014-09-12T22:20:02,London,Fox/badger tick,Ixodes canisuga
MODYJOUo9jVLypQJDwVm,2012-01-09T21:29:11,Birmingham,Southern rodent tick,Ixodes acuminatus
MPQc6aqIlYFnUOE8LlpN,2013-05-15T05:01:12,Nottingham,Marsh tick,Ixodes apronophorus
MSV75FEZyQ19R0TKvV1j,2016-04-17T19:11:02,Manchester,Marsh tick,Ixodes apronophorus
MU4cFOw4JDeAfLqGcVqo,2014-10-02T15:08:16,Glasgow,Passerine tick,Dermacentor frontalis
MY4lwoNR7cDBQm8SBbR5,2022-08-31T07:56:35,Glasgow,Fox/badger tick,Ixodes canisuga
Mcrlh030OZw5VWdI8UdZ,2020-12-19T20:37:20,Edinburgh,Fox/badger tick,Ixodes canisuga
