id,date,location,species,latinName
mrqqb08ODLOyzuXxjKZF,2022-11-22T04:49:05,London,Tree-hole tick,Ixodes arboricola
mujBv9VNzG7vqQERyMg8,2012-02-09T13:57:58,Manchester,Tree-hole tick,Ixodes arboricola
mwLgvijNjTVH6HVlxq6h,2023-12-05T07:19:08,Leeds,Passerine tick,Dermacentor frontalis
myDBIAReVGQMmCdJVzBx,2014-11-23T22:42:21,Nottingham,Fox/badger tick,Ixodes canisuga
n3AGwNNtFIiG2hhE3NV4,2024-08-01T00:43:03,Bristol,Tree-hole tick,Ixodes arboricola
n56yIWxZNeQ4g9IOriXX,2022-11-12T02:48:43,Southampton,Marsh tick,Ixodes apronophorus
n5sekJCGzfrCrRUJAUdV,2014-11-23T13:28:07,Leicester,Tree-hole tick,Ixodes arboricola
n9WpB7C0LjiG657dfwdO,2015-05-12T08:31:33,Liverpool,Tree-hole tick,Ixodes arboricola
nPvkj6pbQuRBEyTkwHfd,2017-02-23T18:02:08,Leeds,Southern rodent tick,Ixodes acuminatus
nPxD6vkpmUBrFC6aM4AX,2015-06-02T04:19:29,London,Southern rodent tick,Ixodes acuminatus
nXbOfVoPX9c4NHfbdQO2,2022-01-12T19:43:00,Cardiff,Passerine tick,Dermacentor frontalis
neK1GEjuS2gr6eRqV0r7,2018-10-08T15:25:30,London,Southern rodent tick,Ixodes acuminatus
niTHHgCA3uIEMtknBv98,2022-07-07T19:32:28,Leicester,Fox/badger tick,Ixodes canisuga
npxeeHmFhxiTPZd54RWa,2017-02-03T03:39:13,Cardiff,Southern rodent tick,Ixodes acuminatus
nrLSTjahy0VmHlUIlxMA,2015-06-01T00:12:09,Birmingham,Tree-hole tick,Ixodes arboricola
nrR9gNsr4WiALDHHinIA,2023-03-26T10:31:53,Cardiff,Fox/badger tick,Ixodes canisuga
nxfAJBPXXhRCeC1kZTHF,2015-05-14T10:53:44,Leeds,Fox/badger tick,Ixodes canisuga
nzAt9IY31jSDg3z2rHca,2015-07-10T00:15:17,Glasgow,Marsh tick,Ixodes apronophorus
o1Ga1NwaGJhA8jfTNgYO,2016-10-27T04:14:16,Southampton,Passerine tick,Dermacentor frontalis
o5NUmQARj3P60J3Q7AUV,2020-11-22T16:01:36,Leicester,Passerine tick,Dermacentor frontalis
o8sR0qTgLkDo3YisGYVD,2013-03-01T15:58:41,Edinburgh,Passerine tick,Dermacentor frontalis
oA4D9dQUBh4xImV86bRI,2016-03-08T03:57:06,Birmingham,Passerine tick,Dermacentor frontalis
oC5icaZSr5qlzmFsIfb2,2021-11-09T04:01:24,Bristol,Tree-hole tick,Ixodes arboricola
oCA8LS6PY7KzMSya9Ynh,2019-08-11T12:14:38,Glasgow,Fox/badger tick,Ixodes canisuga
oDyRHtTMQgW6gZRvuDbA,2018-01-27T23:44:24,Edinburgh,Southern rodent tick,Ixodes acuminatus
oETRSmT4e61kyKkiuhQs,2021-10-25T20:06:40,Birmingham,Tree-hole tick,Ixodes arboricola
oLNRElZvkIwuvDpSJCUG,2022-11-29T13:09:18,Leeds,Southern rodent tick,Ixodes acuminatus
oNybNvMJNb9qglO7URUO,2018-08-19T15:55:00,Bristol,Tree-hole tick,Ixodes arboricola
oOGITwX7NdhwQpvM9zdh,2017-05-21T22:11:04,Birmingham,Passerine tick,Dermacentor frontalis
oPsSEOUH8TCt29bdUHzp,2020-12-11T21:36:33,Leicester,Southern rodent tick,Ixodes acuminatus
oQRcAQt3uQXKAijMA1CT,2019-04-18T09:11:41,Bristol,Tree-hole tick,Ixodes arboricola
oSYCyylQlRbuF8EWV9ar,2017-05-14T03:32:17,London,Marsh tick,Ixodes apronophorus
oZwDASwDKwiSzQqcPUg9,2014-07-08T04:48:34,Newcastle,Marsh tick,Ixodes apronophorus
odYmefUrOwFcGraN2dmt,2019-06-27T01:17:53,Cardiff,Southern rodent tick,Ixodes acuminatus
ogHDKVozgy4MVP1wTFuu,2024-01-10T08:55:42,Birmingham,Southern rodent tick,Ixodes acuminatus
okTwzojReK0wvgh0v4Wk,2020-11-12T20:33:17,London,Passerine tick,Dermacentor frontalis
okXN6rgciNCfndicZntB,2012-09-01T00:11:36,London,Passerine tick,Dermacentor frontalis
oyE1pvmNhi9d4Aq7sYin,2013-09-10T20:50:09,Manchester,Southern rodent tick,Ixodes acuminatus
p02kHlSDJdauo5dAPlC2,2016-12-19T09:01:48,Sheffield,Fox/badger tick,Ixodes canisuga
p5nJlgUQjNEN2YMkEYJz,2018-03-16T15:46:41,Leicester,Passerine tick,Dermacentor frontalis
p65mctXAysJ3VpL0OfMf,2021-08-27T09:33:10,Southampton,Passerine tick,Dermacentor frontalis
p9ZvVRFJKo8cyCfAnqKY,2020-06-20T21:26:08,Bristol,Fox/badger tick,Ixodes canisuga
pKyMsVQ6yvdOTa30zb2A,2015-06-30T04:40:44,Birmingham,Southern rodent tick,Ixodes acuminatus
pOUOMhtIAK0a2h0FQXO4,2020-11-30T19:37:40,Birmingham,Southern rodent tick,Ixodes acuminatus
pZeAF7lridLL0Yqr1iEP,2013-04-17T04:22:47,Leeds,Passerine tick,Dermacentor frontalis
pamJV7YjFwozdo1FB6eL,2012-03-21T03:28:17,London,Southern rodent tick,Ixodes acuminatus
pvWFz8wxaDkLcixvCTU5,2018-06-26T03:39:29,Cardiff,Southern rodent tick,Ixodes acuminatus
pwIyJRMLVjGAGweOsVY7,2024-01-07T08:30:08,Sheffield,Tree-hole tick,Ixodes arboricola
pzFGoT55ULEseJLcZreF,2024-05-23T17:05:22,Glasgow,Marsh tick,Ixodes apronophorus
q1VBdsWce5QWGzRCuNXL,2017-09-29T15:51:12,Bristol,Passerine tick,Dermacentor frontalis
q1d3CncbWT9Rj5nrX4bx,2021-12-25T01:27:13,Leicester,Passerine tick,Dermacentor frontalis
q3A3ELlkRrFi5vzIma8H,2021-08-14T10:20:22,Nottingham,Marsh tick,Ixodes apronophorus
q5ftGL2DA1JMkd78shyS,2018-04-28T01:25:12,Birmingham,Tree-hole tick,Ixodes arboricola
q6WLOxWuGpDWohByRvZm,2012-12-15T13:56:21,Bristol,Marsh tick,Ixodes apronophorus
q8MblYhjgm3e0jPI3VGF,2018-07-20T17:09:02,Manchester,Marsh tick,Ixodes apronophorus
qA4XEl1EmJ1HKNbycbsd,2017-10-01T16:03:01,Nottingham,Fox/badger tick,Ixodes canisuga
qAmDyhdh8AmLiVv4wPmz,2020-10-29T04:15:36,Edinburgh,Fox/badger tick,Ixodes canisuga
qKsYoQf5rorESrwZMopt,2024-01-21T06:11:04,Southampton,Tree-hole tick,Ixodes arboricola
qNAWcpW4EUxDplEl9ikI,2014-02-23T18:10:15,Liverpool,Passerine tick,Dermacentor frontalis
qPJuZDJGKUCGiTb0Mz3P,2019-11-14T05:14:40,Edinburgh,Tree-hole tick,Ixodes arboricola
qgj52BWIsYnTKNSOLgO9,2021-06-03T18:52:30,Nottingham,Passerine tick,Dermacentor frontalis
qirO4HB95b1A9LuEbcCc,2023-01-19T15:39:03,Sheffield,Passerine tick,Dermacentor frontalis
rAKQCU9kGbzl21VPN67J,2018-11-06T04:18:32,London,Passerine tick,Dermacentor frontalis
rGUhbOR39ZE9fdVf3lws,2016-03-14T15:34:09,London,Fox/badger tick,Ixodes canisuga
rK46AJDNoDva6oPJMK5p,2015-05-25T09:14:20,Sheffield,Fox/badger tick,Ixodes canisuga
rRk5Z5nPMHZIPDj2UYtF,2022-02-10T11:09:02,Birmingham,Southern rodent tick,Ixodes acuminatus
rZzqu80posNQDNzumJSK,2016-08-03T18:58:42,Glasgow,Passerine tick,Dermacentor frontalis
rfEQwm0MTtan2vl7tvaw,2012-03-30T20:29:42,Nottingham,Fox/badger tick,Ixodes canisuga
rhUdZ61v0sJpiarTDNJ3,2023-11-30T20:57:07,Nottingham,Passerine tick,Dermacentor frontalis
rlb1M2hK6389R6gyNTy6,2014-11-17T01:22:59,Cardiff,Southern rodent tick,Ixodes acuminatus
rlsolmQ3J0LQAnGBxQDK,2024-10-03T03:27:57,Leicester,Marsh tick,Ixodes apronophorus
rrfUy4PQVZgxbVNg1ugI,2013-10-13T15:24:23,Manchester,Fox/badger tick,Ixodes canisuga
s1Nr2wF0iX8UsCsJqFTX,2021-02-20T04:30:28,Liverpool,Fox/badger tick,Ixodes canisuga
s6GCIUO78kW03rnwhPwo,2024-10-07T04:08:24,Manchester,Passerine tick,Dermacentor frontalis
sBVvethlD9HhHivJHzNL,2012-08-27T22:00:43,Glasgow,Tree-hole tick,Ixodes arboricola
sItHisGbG7Wr2VRijce5,2020-04-19T11:18:10,Glasgow,Passerine tick,Dermacentor frontalis
sIuCSIyXNoSkY617lhZ6,2012-04-20T05:33:21,Birmingham,Southern rodent tick,Ixodes acuminatus
sJ19ePbILqrRK0d7L5eZ,2016-11-05T06:50:53,Bristol,Passerine tick,Dermacentor frontalis
sKm3fj8jM5nFCUZkjsqQ,2020-04-03T14:12:03,Nottingham,Fox/badger tick,Ixodes canisuga
sKrOiHFnlSeYLNjydBiO,2012-12-31T14:49:42,London,Tree-hole tick,Ixodes arboricola
sS5cVSVYaqjMAhorU46A,2020-08-02T06:02:01,Birmingham,Tree-hole tick,Ixodes arboricola
sfKPPFDk5hi8nUTku5Ha,2016-09-01T13:07:49,Leicester,Tree-hole tick,Ixodes arboricola
shJ4n1xW7ozxVkvwEEkq,2021-11-02T21:50:01,Liverpool,Southern rodent tick,Ixodes acuminatus
shXjdSmlA8tYmqLAlp4j,2022-10-11T01:07:23,Nottingham,Tree-hole tick,Ixodes arboricola
sjYEQ904DcgJglIh12p8,2021-09-08T10:34:25,Newcastle,Marsh tick,Ixodes apronophorus
sojykRuhbh0mifCYogHu,2013-04-19T01:23:32,Sheffield,Fox/badger tick,Ixodes canisuga
srhcxv1CgtCUYLcBY0fC,2020-01-18T10:49:41,Glasgow,Marsh tick,Ixodes apronophorus
svrsl3BKnqOd7u52c7fk,2021-02-19T15:33:12,Leicester,Southern rodent tick,Ixodes acuminatus
szOO4Me73AonK5KAGyvv,2013-06-27T08:24:19,Liverpool,Marsh tick,Ixodes apronophorus
tBDEs7jcKlK3ImBdjXeF,2013-10-19T15:57:16,Birmingham,Marsh tick,Ixodes apronophorus
tCWY1NBNFjL56v0YIUCL,2013-09-03T03:59:45,Nottingham,Marsh tick,Ixodes apronophorus
tFVRiSzMnCJgVDqkJnAS,2021-09-02T12:23:36,Glasgow,Southern rodent tick,Ixodes acuminatus
tFpfZYF4gRR0PiJvRmmP,2019-08-21T02:39:25,Edinburgh,Passerine tick,Dermacentor frontalis
tKScVXgJhi9vRdG2fnV1,2012-08-10T19:02:13,Glasgow,Fox/badger tick,Ixodes canisuga
tKqhQt3E1L973YmduiHh,2021-12-23T03:26:51,London,Fox/badger tick,Ixodes canisuga
tR1HvhalUxdUMoe5HG9j,2022-09-09T08:28:02,Newcastle,Passerine tick,Dermacentor frontalis
tSoyCSAaz3yxZQSp0OFj,2023-02-06T03:44:16,Leicester,Passerine tick,Dermacentor frontalis
tdK72DrpyzfXULKSqOpf,2019-11-23T08:58:10,Bristol,Southern rodent tick,Ixodes acuminatus
tfsEWZQGwOE5HTfVPRS0,2014-02-13T20:33:49,Bristol,Southern rodent tick,Ixodes acuminatus
tiSiAHIwgq0NTVn8HOtd,2014-03-30T10:54:30,Leicester,Fox/badger tick,Ixodes canisuga
tkJQMVSSQWFLh41SMB3b,2013-09-04T06:28:57,Newcastle,Fox/badger tick,Ixodes canisuga
tlmtfB9XPgXGVEibnc7W,2015-04-18T05:12:13,Birmingham,Southern rodent tick,Ixodes acuminatus
tmuXaUR7ipVGwCNs7Ypc,2019-07-29T10:43:48,Edinburgh,Marsh tick,Ixodes apronophorus
tokLHXxPfNoK00he3JUy,2018-10-28T10:31:48,Manchester,Southern rodent tick,Ixodes acuminatus
tq1qSry5xRiCsQAMslaD,2013-01-20T17:40:33,Nottingham,Passerine tick,Dermacentor frontalis
ttomh5LiyE6AvMXkGyqv,2014-04-08T23:45:52,London,Fox/badger tick,Ixodes canisuga
twxeVXohYeXphja6jfMV,2014-07-20T09:29:30,Birmingham,Passerine tick,Dermacentor frontalis
txC2OFPJE6Ge5Ew4nTSR,2014-03-11T19:57:52,Birmingham,Fox/badger tick,Ixodes canisuga
u4rUvuPvWMGxMpAArmGT,2020-10-22T12:22:34,London,Passerine tick,Dermacentor frontalis
u6Ue44eJVDFLOcoU2EJB,2022-08-21T21:24:41,Cardiff,Southern rodent tick,Ixodes acuminatus
uFq2r7ehioWbmRnWDnbx,2019-02-21T12:50:13,Leeds,Tree-hole tick,Ixodes arboricola
uGo5oUs6YsfZC5dOJ2GZ,2012-10-02T11:21:14,Southampton,Tree-hole tick,Ixodes arboricola
uKV79fATq5nigkdW40RK,2014-10-09T09:50:31,Cardiff,Fox/badger tick,Ixodes canisuga
uNFVHtlNrneqXUOMATZw,2024-10-19T07:34:02,Southampton,Southern rodent tick,Ixodes acuminatus
uSZRyS4q7Eb1J0p8InzT,2018-02-09T22:03:51,Cardiff,Marsh tick,Ixodes apronophorus
ugzxj8porcW6Y20NuCIe,2013-02-27T15:57:07,Nottingham,Southern rodent tick,Ixodes acuminatus
uiW7clRJNBo3PPOOl1xT,2022-11-12T08:17:01,Birmingham,Fox/badger tick,Ixodes canisuga
um2fLoYXh9ozjGlmErdB,2013-09-22T05:19:05,Liverpool,Marsh tick,Ixodes apronophorus
umDl7UzIWiBB3qb2vM5H,2014-07-08T16:37:15,Manchester,Passerine tick,Dermacentor frontalis
umuS63t3bRbH0RVLvrjm,2021-09-14T03:25:34,Cardiff,Marsh tick,Ixodes apronophorus
v1vt9ekMPoGAdQg9miXI,2020-10-12T20:42:50,Bristol,Passerine tick,Dermacentor frontalis
v77UE07ae5Fh6pRpAbuw,2023-06-02T19:20:00,Liverpool,Passerine tick,Dermacentor frontalis
v7OCS0Jaqh0IjsHjG3st,2019-03-06T00:31:21,Edinburgh,Southern rodent tick,Ixodes acuminatus
v8kmhKkvYXS9RjiRPtx0,2021-01-29T21:26:32,Birmingham,Southern rodent tick,Ixodes acuminatus
vDgGt5UjNxhDVBFon9AS,2024-08-30T17:56:19,Liverpool,Marsh tick,Ixodes apronophorus
vEC0YeOLtsPXdBH1yTVf,2012-07-26T06:51:23,Cardiff,Fox/badger tick,Ixodes canisuga
vHLNBrXjRoaIzZOhmbr4,2021-09-09T17:00:29,Bristol,Marsh tick,Ixodes apronophorus
vJ5hAN6KuhjDgF5Jx92r,2014-07-30T23:59:26,Newcastle,Passerine tick,Dermacentor frontalis
vKvwfpPzfYOMCN5xu57s,2020-03-11T02:00:04,Liverpool,Tree-hole tick,Ixodes arboricola
vWi8A5v1RBFD9PWLmSQP,2022-07-20T11:47:01,Bristol,Marsh tick,Ixodes apronophorus
vektKrktS7Nr8nWrpUWO,2019-05-15T05:38:19,Sheffield,Passerine tick,Dermacentor frontalis
vmrBZheRR3laUh7oSSVK,2021-10-03T11:59:12,Glasgow,Tree-hole tick,Ixodes arboricola
vn85mg1CAzPFeGOoDndh,2012-01-06T09:34:59,Glasgow,Southern rodent tick,Ixodes acuminatus
vu8YJaxGIPg4rpvNmhNl,2012-07-13T21:10:32,Leicester,Fox/badger tick,Ixodes canisuga
vu9k3oRyy2BQskX6rBO9,2012-01-03T20:40:43,Edinburgh,Marsh tick,Ixodes apronophorus
vwAwtCa42vmKmcgy70Vn,2023-08-07T21:57:23,Leicester,Fox/badger tick,Ixodes canisuga
vxGUJOnT1EJfIJ9foKrK,2020-12-09T14:07:09,Cardiff,Marsh tick,Ixodes apronophorus
vyIU4iN7vlN5ccIDp1pM,2022-07-24T19:41:58,Manchester,Passerine tick,Dermacentor frontalis
w1bDF50JF2lU5vbydM9I,2017-03-26T23:32:49,Birmingham,Passerine tick,Dermacentor frontalis
w2zf0126GQ0RHARAl8FG,2021-08-15T01:29:47,Leeds,Fox/badger tick,Ixodes canisuga
w6J5IXRhUNu1e9BdoyTM,2015-09-23T05:34:25,Liverpool,Fox/badger tick,Ixodes canisuga
w84T6NqwXmKYivpEG69J,2023-07-08T10:06:26,Manchester,Tree-hole tick,Ixodes arboricola
w9ZVfej8Zz0S7Tmy4yY3,2021-01-12T22:50:15,Sheffield,Tree-hole tick,Ixodes arboricola
wKW9dpCM9k4IPZvirQHC,2012-12-06T21:32:36,Sheffield,Southern rodent tick,Ixodes acuminatus
wWhAgpr67cSlqeSeYfMV,2018-12-05T05:19:13,Manchester,Marsh tick,Ixodes apronophorus
wcLqXNJP3avv7Kg5H953,2017-08-13T23:22:58,Birmingham,Tree-hole tick,Ixodes arboricola
wl8KioHl4ALDTsb6Qbp6,2020-10-23T17:48:56,Edinburgh,Fox/badger tick,Ixodes canisuga
x0IMTPasY0DZcX601gnV,2013-07-17T00:29:56,Manchester,Fox/badger tick,Ixodes canisuga
x0XPFJPBxVwVSivF0Wk5,2016-12-08T04:53:58,Birmingham,Fox/badger tick,Ixodes canisuga
x6TZr9LtRHQOpwM27lZY,2021-09-15T06:39:02,Glasgow,Passerine tick,Dermacentor frontalis
xCn6dLnxzD5v5PiYPorL,2013-02-12T08:47:25,Sheffield,Tree-hole tick,Ixodes arboricola
xGj2FDydqRrqxHnc7Krk,2020-01-23T20:45:37,Birmingham,Passerine tick,Dermacentor frontalis
xHuPaFkWYKEcdKxdyzPC,2015-03-03T15:48:22,Sheffield,Fox/badger tick,Ixodes canisuga
xMOyvUx9wwAWaGTsEyGz,2012-02-04T19:59:04,Liverpool,Southern rodent tick,Ixodes acuminatus
xTe6aWcbBKTxj3FtHYY1,2012-05-19T22:46:19,London,Marsh tick,Ixodes apronophorus
xYQWwkwXCwm3vRn3xU3T,2016-10-29T17:56:02,Cardiff,Tree-hole tick,Ixodes arboricola
xdS3lGqhM2W20vb5sVNp,2023-01-24T07:49:02,Leeds,Tree-hole tick,Ixodes arboricola
xduB7WfqkSJw4UCHAuYe,2023-08-13T19:01:55,Leeds,Tree-hole tick,Ixodes arboricola
xk7TJbO7rgv3gYbV70TK,2022-04-04T10:17:02,London,Marsh tick,Ixodes apronophorus
xkRekaVi9Su8Z5j2NyGa,2022-01-31T18:16:21,Edinburgh,Fox/badger tick,Ixodes canisuga
xlNn2P8j4ICFrvnilfAr,2015-07-25T13:25:49,Southampton,Passerine tick,Dermacentor frontalis
xmFkWgWYLtVoaD3reP4K,2022-01-23T01:00:55,Newcastle,Passerine tick,Dermacentor frontalis
xqfVFD2FeHCzASptHru6,2012-05-26T08:08:26,Leeds,Southern rodent tick,Ixodes acuminatus
xtOXJPkACNaghDJ13hNM,2017-11-14T05:58:35,Birmingham,Southern rodent tick,Ixodes acuminatus
xtiEypezSxsfNJVkz3N0,2024-01-13T07:16:39,Bristol,Southern rodent tick,Ixodes acuminatus
xvbDQXHkRgubYZGsORb6,2014-07-04T02:16:11,Manchester,Fox/badger tick,Ixodes canisuga
y1fM2l3XJWsVJBs13k8A,2016-08-13T20:02:49,Liverpool,Tree-hole tick,Ixodes arboricola
y2Xt43Ty8FNK9jikVHZT,2016-07-21T02:52:00,Glasgow,Fox/badger tick,Ixodes canisuga
y51ZWE8b5pgZ0aS0KuPo,2018-06-05T06:19:35,Liverpool,Fox/badger tick,Ixodes canisuga
y7ETHtNRFxSWvbQ7hw0x,2024-03-13T14:34:43,Birmingham,Marsh tick,Ixodes apronophorus
y7Ib4N0mWpXKe4HQBgab,2018-08-24T01:25:14,Nottingham,Southern rodent tick,Ixodes acuminatus
y7b7MTpleBPhP1Ojjo9u,2015-11-14T13:22:37,Birmingham,Passerine tick,Dermacentor frontalis
y8rDPVx5SwgkTkMCJjpq,2017-06-18T04:48:46,Glasgow,Southern rodent tick,Ixodes acuminatus
yAKixTA80BHN1JCZ7iVM,2021-04-23T02:05:48,London,Fox/badger tick,Ixodes canisuga
yCnT5AExmdUzu51zrqcS,2021-01-13T18:53:35,Glasgow,Tree-hole tick,Ixodes arboricola
yHKpQIbUfqdl7h4CYKyf,2012-01-24T00:24:09,Birmingham,Southern rodent tick,Ixodes acuminatus
yNHgvuu76nmuhZzOh5Vb,2023-09-27T18:18:01,Newcastle,Tree-hole tick,Ixodes arboricola
yRa7tagc5ddhKL9mOrdq,2017-11-08T05:14:51,Sheffield,Marsh tick,Ixodes apronophorus
yS8ITHjzu1gt3pUYg1sq,2013-10-24T04:00:37,Liverpool,Tree-hole tick,Ixodes arboricola
yUss1yX5RK7DlmAmtgT1,2023-11-30T16:37:54,Nottingham,Fox/badger tick,Ixodes canisuga
yWraib2Zv9siRlzVdChS,2021-08-05T04:45:55,London,Southern rodent tick,Ixodes acuminatus
ya20Hxs21ULk3VUmjLJs,2016-07-18T11:21:31,Glasgow,Fox/badger tick,Ixodes canisuga
yl9lTO5wvQSIlr27fwQd,2013-02-01T22:28:37,Newcastle,Passerine tick,Dermacentor frontalis
yoPLO3ZYNiLKVh7Cfo1f,2018-06-30T17:00:29,Birmingham,Marsh tick,Ixodes apronophorus
yrAgc54LPgifH3KuL65U,2019-11-18T15:16:38,Edinburgh,Fox/badger tick,Ixodes canisuga
z4euXuFjxhC5ATrOgM4L,2019-10-26T07:19:36,Leeds,Passerine tick,Dermacentor frontalis
z9gJdab10hNcAVk7eoqk,2018-09-14T02:12:34,Edinburgh,Marsh tick,Ixodes apronophorus
zIh737VbwDCoA1VKmRwy,2022-11-28T05:12:24,Leicester,Southern rodent tick,Ixodes acuminatus
zIid7p1umsoHWewLx7sS,2021-09-22T22:50:42,Cardiff,Fox/badger tick,Ixodes canisuga
zNavUVihkUrkR4UChiDe,2015-04-02T12:44:36,Liverpool,Fox/badger tick,Ixodes canisuga
zRZvDbjM8XZGlBzux6Ln,2014-07-29T01:40:06,Edinburgh,Passerine tick,Dermacentor frontalis
zhNgy66ZydWrS15fuZJt,2017-04-02T05:03:53,Leeds,Southern rodent tick,Ixodes acuminatus
zhlW7w9ondK5R84n9Cyy,2014-11-13T19:06:48,Bristol,Passerine tick,Dermacentor frontalis
ziniFOq3yOlOQFNcItlz,2017-11-02T00:45:28,London,Fox/badger tick,Ixodes canisuga
zioQC3eCsCL3gn94x7az,2019-06-22T21:29:54,Sheffield,Fox/badger tick,Ixodes canisuga
zmQC5Z0BxcmemDAWRheX,2024-03-10T03:55:02,Sheffield,Passerine tick,Dermacentor frontalis
znnCaVQlOjSZbIeij5f6,2022-12-18T21:08:01,Bristol,Passerine tick,Dermacentor frontalis
zq0pM9LealYh6SGfquQ0,2018-04-11T15:20:12,London,Fox/badger tick,Ixodes canisuga
zqi4h2YYgl1YFz0YsLOQ,2016-11-25T08:29:25,Leicester,Fox/badger tick,Ixodes canisuga
zrUxZiyxhJqo0EzS2k6M,2023-01-30T12:03:56,Leicester,Fox/badger tick,Ixodes canisuga
zxqhVeaA7vB7jaQCuiJa,2012-05-28T23:18:10,Edinburgh,Passerine tick,Dermacentor frontalis
